Pos,ID,Name,BV,SV,Team,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,Elite%
MID,315,Fatawu,5.5,5.5,IPS,64,2.98,57,2.13,56,2.33,55,2.32,48,2.00,50,2.29,47,1.76,45,2.02,45,2.14,45,2.08,0.3%
FWD,316,Emersonn,5.5,5.5,IPS,47,2.22,48,1.76,48,1.95,45,1.81,44,1.78,47,2.18,47,1.71,43,1.92,45,2.06,45,2.04,0.4%
FWD,317,Hirst,5.0,5.0,IPS,13,0.69,16,0.69,18,0.83,21,0.99,21,0.93,20,1.02,21,0.88,24,1.16,23,1.14,23,1.08,0.5%
MID,318,Philogene,5.5,5.5,IPS,44,2.57,42,1.92,45,2.28,42,2.14,41,2.03,43,2.41,41,1.81,41,2.19,42,2.37,40,2.21,0.2%
MID,319,Szmodics,5.0,5.0,IPS,5,0.38,6,0.35,7,0.41,8,0.47,9,0.51,9,0.58,10,0.47,11,0.67,12,0.70,12,0.68,0.1%
FWD,320,Akpom,5.0,5.0,IPS,6,0.36,6,0.35,8,0.44,8,0.45,9,0.50,8,0.48,9,0.44,11,0.56,10,0.54,11,0.61,0.5%
FWD,321,Walle Egeli,4.5,4.5,IPS,4,0.25,4,0.24,5,0.30,5,0.29,7,0.34,7,0.41,7,0.33,7,0.40,9,0.44,9,0.45,2.4%
FWD,322,Al-Hamadi,5.0,5.0,IPS,1,0.11,2,0.11,2,0.11,2,0.12,2,0.10,2,0.15,2,0.12,2,0.13,2,0.14,2,0.15,0.2%
MID,323,McAteer,4.5,4.5,IPS,12,0.61,15,0.64,15,0.72,15,0.70,18,0.82,17,0.86,20,0.80,19,0.91,20,0.97,19,0.89,1.9%
MID,324,Mehmeti,5.0,5.0,IPS,41,2.08,42,1.69,42,1.91,44,2.01,46,2.04,45,2.25,45,1.74,47,2.33,44,2.25,47,2.26,0.1%
GKP,325,Darlow,4.5,4.5,MUN,0,0.00,2,0.08,3,0.10,3,0.10,4,0.14,4,0.15,3,0.12,4,0.18,4,0.16,4,0.15,0.1%
GKP,326,Perri,4.5,4.5,LEE,94,3.30,92,3.35,92,3.02,92,3.20,92,3.47,91,2.76,92,3.05,91,3.34,92,3.15,91,3.22,0.7%
DEF,327,Bijol,5.0,5.0,LEE,74,3.06,75,3.37,73,2.68,77,3.24,72,3.51,75,2.35,73,2.64,71,3.30,72,2.87,74,3.20,0.3%
DEF,328,Struijk,5.0,5.0,BHA,65,2.58,65,1.91,65,2.95,63,3.01,59,1.94,60,2.64,59,2.71,61,1.75,57,1.50,61,2.65,0.5%
DEF,329,Rodon,4.5,4.5,LEE,79,2.85,77,3.03,78,2.46,77,2.82,76,3.25,76,2.02,73,2.32,74,3.04,75,2.62,76,2.81,2.1%
DEF,330,Bogle,4.5,4.5,LEE,79,2.97,77,3.25,77,2.49,76,3.05,76,3.43,72,1.73,72,2.42,72,2.96,71,2.39,74,2.91,0.4%
DEF,331,Gudmundsson,4.5,4.5,LEE,86,3.06,82,3.26,81,2.57,76,2.94,76,3.33,76,1.77,75,2.48,77,3.06,74,2.40,72,2.77,0.5%
DEF,332,Justin,4.5,4.5,LEE,66,2.52,67,2.86,66,2.21,67,2.64,68,3.10,68,1.81,67,2.27,66,2.75,68,2.45,66,2.62,0.5%
DEF,333,Bornauw,4.5,4.5,LEE,4,0.18,6,0.29,8,0.34,9,0.41,12,0.54,12,0.37,12,0.46,13,0.56,13,0.51,14,0.57,0.0%
DEF,334,Muharemović,5.0,5.0,LEE,79,3.25,78,3.51,77,2.79,76,3.22,75,3.59,73,2.35,75,2.70,74,3.40,75,3.08,74,3.22,0.6%
MID,335,Stach,6.0,6.0,LEE,82,3.56,79,3.70,76,3.17,77,3.63,75,3.56,74,2.73,73,3.08,72,3.27,72,3.24,71,3.25,1.5%
MID,336,Okafor,6.0,6.0,LEE,66,3.15,64,3.34,60,2.90,61,3.20,60,3.21,59,2.20,59,2.75,55,2.72,57,2.70,58,2.99,0.8%
MID,337,Aaronson,5.5,5.5,LEE,32,1.51,36,1.80,39,1.77,40,2.00,41,2.12,42,1.56,40,1.79,44,2.04,43,1.94,43,1.99,0.6%
MID,338,Ampadu,5.5,5.5,LEE,90,3.20,86,3.26,85,2.88,82,3.05,81,3.09,79,2.51,79,2.75,76,2.84,78,2.90,76,2.81,1.3%
MID,339,Longstaff,5.0,5.0,LEE,5,0.30,7,0.38,8,0.39,9,0.45,10,0.52,12,0.47,14,0.60,14,0.61,13,0.58,14,0.61,0.2%
MID,340,Gelhardt,5.0,5.0,LEE,0,0.00,1,0.10,2,0.13,2,0.15,2,0.18,3,0.15,3,0.18,3,0.18,3,0.20,3,0.20,0.1%
MID,341,Gnonto,5.0,5.0,LEE,6,0.40,6,0.45,8,0.48,8,0.53,9,0.58,10,0.53,11,0.64,12,0.70,12,0.67,11,0.67,0.1%
MID,342,Harrison,5.0,5.0,LEE,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.0%
MID,343,James,5.0,5.0,LEE,8,0.54,10,0.67,12,0.71,12,0.75,14,0.83,17,0.77,16,0.85,18,0.98,17,0.91,17,0.98,0.1%
MID,344,Gruev,5.0,5.0,LEE,7,0.31,10,0.45,11,0.48,13,0.58,15,0.62,14,0.53,16,0.61,18,0.72,17,0.67,17,0.69,0.0%
MID,345,Tanaka,5.0,5.0,LEE,20,0.87,25,1.13,28,1.14,30,1.29,32,1.44,32,1.15,34,1.38,36,1.50,35,1.43,36,1.50,0.3%
FWD,346,Calvert-Lewin,6.0,6.0,LEE,85,3.86,79,4.03,77,3.38,74,3.75,74,3.96,72,2.53,71,3.20,70,3.32,70,3.15,71,3.48,17.9%
FWD,347,Nmecha,5.5,5.5,LEE,14,0.88,19,1.20,19,1.07,21,1.32,21,1.38,23,1.04,23,1.25,24,1.40,24,1.38,23,1.37,0.6%
FWD,348,Piroe,5.0,5.0,LEE,0,0.00,1,0.11,2,0.13,2,0.13,3,0.19,2,0.14,3,0.18,3,0.20,2,0.17,3,0.19,0.5%
FWD,349,Mateo Joseph,4.5,4.5,LEE,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.6%
GKP,350,A.Becker,5.5,5.5,LIV,94,3.34,93,3.93,93,3.76,93,3.89,93,3.36,92,3.11,92,3.37,91,3.54,91,3.22,91,3.59,4.1%
GKP,351,Mamardashvili,5.0,5.0,LIV,1,0.04,2,0.07,2,0.10,2,0.08,2,0.08,3,0.11,3,0.11,4,0.16,4,0.13,4,0.15,0.2%
GKP,352,Woodman,4.0,4.0,LIV,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1.3%
GKP,353,Pecsi,4.0,4.0,LIV,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.1%
GKP,354,Jaros,4.0,4.0,LIV,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.1%
GKP,355,Davies,4.0,4.0,LIV,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.1%
DEF,356,Virgil,6.5,6.5,LIV,93,4.00,90,4.58,87,4.53,86,4.35,84,3.90,85,3.21,85,4.00,85,4.07,83,3.34,83,4.16,15.9%
DEF,357,Frimpong,5.5,5.5,LIV,81,3.57,75,4.34,68,3.95,66,3.85,61,2.89,57,2.48,56,2.73,57,3.18,57,2.40,57,3.02,3.0%
DEF,358,Kerkez,5.5,5.5,LIV,79,2.88,77,3.59,72,3.31,71,3.31,69,2.59,65,2.13,68,2.55,65,2.75,66,2.24,65,2.75,6.2%
DEF,359,Gomez,5.0,5.0,LIV,6,0.21,19,0.87,31,1.35,38,1.65,37,1.39,32,1.08,35,1.33,37,1.52,36,1.27,39,1.56,0.1%
DEF,360,Bradley,5.0,5.0,LIV,0,0.00,0,0.00,0,0.00,2,0.09,21,0.86,34,1.24,34,1.44,35,1.63,34,1.29,33,1.56,0.0%
DEF,361,Lucky,4.0,4.0,LIV,0,0.00,0,0.00,1,0.06,0,0.00,1,0.05,2,0.07,1,0.06,2,0.08,1,0.06,2,0.10,0.1%
DEF,362,Jacquet,5.0,5.0,LIV,84,3.47,77,3.81,72,3.56,68,3.38,68,2.97,65,2.45,62,2.75,63,2.91,62,2.43,61,2.89,2.3%
DEF,363,Leoni,4.0,4.0,LIV,9,0.40,11,0.49,11,0.52,10,0.49,12,0.51,14,0.53,14,0.61,13,0.60,16,0.61,15,0.68,0.1%
DEF,364,Tsimikas,5.0,5.0,LIV,15,0.64,16,0.77,20,0.98,20,1.02,22,0.94,26,0.94,22,0.93,24,1.14,24,0.92,25,1.14,0.1%
DEF,365,Ramsay,4.0,4.0,LIV,1,0.06,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.2%
MID,366,Wirtz,7.5,7.5,LIV,83,4.79,76,5.04,71,4.83,71,4.83,68,4.07,67,3.78,67,4.00,66,4.31,66,3.26,65,4.05,10.6%
MID,367,Gakpo,7.0,7.0,LIV,81,4.28,76,4.49,73,4.39,73,4.34,69,3.67,70,3.51,68,3.61,66,3.84,65,2.87,65,3.57,3.3%
MID,368,Szoboszlai,7.0,7.0,LIV,91,4.75,88,5.19,84,5.18,84,5.06,82,4.37,82,4.18,80,4.30,80,4.66,80,3.54,80,4.37,47.7%
MID,369,Ngumoha,6.0,6.0,LIV,51,2.57,46,2.56,39,2.26,39,2.25,39,2.02,37,1.84,40,2.05,40,2.22,41,1.85,40,2.09,1.5%
MID,370,Chiesa,5.5,5.5,LIV,7,0.53,6,0.47,6,0.43,6,0.45,6,0.41,5,0.38,5,0.38,6,0.44,6,0.40,6,0.43,0.2%
MID,371,Gravenberch,6.0,6.0,LIV,91,3.25,87,3.25,83,3.19,80,3.06,79,2.86,78,2.64,77,2.78,75,2.77,74,2.39,74,2.75,1.8%
MID,372,Mac Allister,5.5,5.5,LIV,12,0.59,41,1.86,75,3.37,71,3.22,73,2.95,73,2.83,72,2.95,69,3.01,68,2.46,70,2.98,1.9%
MID,373,C.Jones,5.5,5.5,LIV,65,2.85,54,2.52,44,2.16,45,2.15,43,1.97,40,1.76,43,1.95,44,2.10,42,1.73,41,1.94,0.1%
MID,374,Endo,5.0,5.0,LIV,6,0.30,8,0.43,6,0.34,8,0.40,7,0.34,7,0.33,8,0.39,8,0.39,8,0.36,9,0.45,0.0%
MID,375,Nyoni,5.0,5.0,LIV,3,0.15,3,0.16,2,0.12,2,0.15,2,0.13,3,0.15,3,0.15,3,0.18,3,0.17,3,0.17,0.0%
MID,376,Bajcetic,5.0,5.0,LIV,0,0.00,2,0.11,1,0.09,2,0.10,1,0.10,2,0.11,2,0.12,3,0.14,3,0.14,2,0.13,0.0%
MID,377,Munoz,6.5,6.5,LIV,9,0.61,20,1.28,32,2.06,31,2.00,32,1.87,33,1.84,33,1.90,34,2.13,37,1.82,37,2.15,0.8%
MID,378,McConnell,4.5,4.5,LIV,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.2%
FWD,379,Isak,9.0,9.0,LIV,76,4.47,72,4.87,69,4.70,72,4.91,70,4.21,70,4.04,68,4.13,71,4.80,73,3.58,71,4.42,11.4%
FWD,380,Ekitiké,7.5,7.5,LIV,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.2%
MID,381,Koumas,5.0,5.0,LIV,3,0.24,3,0.22,3,0.20,3,0.21,3,0.20,2,0.17,3,0.19,3,0.21,3,0.18,3,0.21,0.0%
FWD,382,Danns,4.5,4.5,LIV,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.1%
MID,383,Elliott,5.5,5.5,LIV,1,0.11,1,0.10,0,0.00,0,0.00,1,0.08,0,0.00,1,0.09,1,0.10,1,0.09,1,0.10,0.1%
GKP,384,Donnarumma,5.5,5.5,MCI,95,3.68,94,3.63,93,4.05,92,3.20,93,3.89,93,3.05,91,3.83,92,3.30,92,3.51,91,3.62,11.2%
GKP,385,Trafford,5.0,5.0,MCI,0,0.00,1,0.06,2,0.07,3,0.10,2,0.10,2,0.08,4,0.16,3,0.13,3,0.13,3,0.14,1.5%
GKP,386,Bettinelli,4.5,4.5,MCI,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.0%
DEF,387,O'Reilly,6.5,6.5,MCI,82,4.44,80,4.10,76,5.05,73,2.81,74,4.38,71,2.69,70,4.50,69,3.04,71,3.70,70,3.48,23.6%
DEF,388,Guéhi,6.0,6.0,MCI,81,3.90,77,3.58,76,4.35,73,2.56,72,3.82,72,2.50,74,4.03,70,2.82,68,3.12,70,3.15,24.4%
DEF,389,Matheus N.,6.0,6.0,MCI,81,3.76,78,3.42,76,4.31,69,2.34,69,3.65,67,2.14,65,3.57,63,2.37,66,2.96,64,2.75,5.4%
DEF,390,Rúben,5.5,5.5,MCI,39,1.73,43,1.90,46,2.37,48,1.61,48,2.36,48,1.61,46,2.30,50,1.85,49,2.04,48,2.00,1.4%
DEF,391,Gvardiol,5.5,5.5,MCI,78,4.03,76,3.78,72,4.39,70,2.67,71,4.04,71,2.59,67,4.00,67,2.85,66,3.24,65,3.15,8.1%
DEF,392,Aït-Nouri,5.5,5.5,MCI,28,1.48,31,1.56,29,1.77,33,1.26,33,1.88,35,1.26,36,2.20,38,1.65,38,1.90,36,1.70,0.9%
DEF,393,Khusanov,5.5,5.5,MCI,21,0.95,23,1.03,27,1.42,32,1.12,35,1.75,32,1.10,36,1.87,36,1.41,37,1.59,40,1.75,2.0%
DEF,394,Alleyne,5.0,5.0,MCI,0,0.00,0,0.00,0,0.00,0,0.00,1,0.06,2,0.08,2,0.10,2,0.08,2,0.12,2,0.09,0.0%
DEF,395,Lewis,4.5,4.5,MCI,5,0.29,8,0.37,8,0.47,10,0.40,10,0.55,12,0.42,12,0.69,15,0.61,14,0.66,13,0.57,0.2%
DEF,396,Vitor Reis,4.5,4.5,MCI,0,0.00,2,0.09,1,0.10,2,0.08,2,0.11,3,0.13,3,0.17,4,0.18,3,0.16,4,0.20,0.0%
MID,397,Semenyo,8.5,8.5,MCI,81,4.66,77,4.18,75,4.87,73,3.34,71,4.33,68,3.15,69,4.58,67,3.30,67,3.80,67,3.40,20.4%
MID,398,Foden,7.0,7.0,MCI,48,3.22,50,3.08,52,3.83,53,2.68,54,3.70,54,2.83,53,3.91,54,3.02,53,3.37,50,2.95,7.0%
MID,399,Cherki,7.5,7.5,MCI,48,3.32,49,3.08,47,3.66,52,2.75,48,3.49,49,2.67,48,3.70,49,2.89,46,3.21,51,3.09,9.6%
MID,400,Doku,7.5,7.5,MCI,62,3.41,56,2.88,54,3.35,50,2.21,52,2.98,48,2.16,48,2.95,47,2.25,49,2.68,47,2.38,6.4%
FWD,401,Marmoush,7.0,7.0,MCI,12,1.00,17,1.23,20,1.69,21,1.25,22,1.70,23,1.39,27,2.17,26,1.62,26,1.82,25,1.61,0.6%
MID,402,Rodrigo,6.5,6.5,MCI,5,0.25,5,0.20,23,1.21,20,0.81,18,0.92,19,0.76,22,1.17,20,0.84,18,0.84,20,0.92,0.1%
MID,403,Savinho,6.5,6.5,MCI,7,0.50,9,0.58,9,0.66,12,0.65,12,0.83,13,0.73,15,1.04,14,0.80,15,0.94,14,0.83,0.1%
MID,404,Reijnders,6.0,6.0,MCI,26,1.46,28,1.46,26,1.58,27,1.27,28,1.59,31,1.42,30,1.86,30,1.46,30,1.65,29,1.51,0.4%
MID,405,N.Gonzalez,5.5,5.5,MCI,49,2.17,48,2.03,42,2.02,42,1.57,41,1.90,41,1.55,39,1.90,39,1.53,40,1.71,40,1.65,0.1%
MID,406,Kovačić,5.5,5.5,MCI,7,0.36,9,0.40,9,0.45,11,0.47,12,0.60,13,0.52,12,0.64,13,0.59,13,0.61,14,0.61,0.0%
